Date,service,avg_stay,recommended_staff,Total_Admissions,discharges,Staff_Count,Flu_Cases,Bed_Occupancy,ICU_Demand,Emergency_Demand,General_Demand,Admissions
2026-04-03,ICU,8.75,1.0,631,581,43.333333333333336,170,82.63208333333334,95,126,410,631
2026-04-04,emergency,6.5,1.0,649,598,44.416666666666664,170,81.49541666666666,97,130,422,649
2026-04-05,general_medicine,12.0,1.0,668,631,42.291666666666664,166,80.60208333333334,100,134,434,668
2026-04-06,surgery,8.0,1.0,639,587,45.416666666666664,167,82.08125,96,128,415,639
2026-04-07,ICU,4.0,1.0,649,598,44.0,163,81.33333333333333,97,130,422,649
2026-04-08,emergency,5.888888888888889,2.0,630,583,45.458333333333336,176,82.40916666666666,94,126,410,630
2026-04-09,general_medicine,8.25,1.0,620,585,44.291666666666664,175,79.91250000000001,93,124,403,620
2026-04-10,surgery,8.8,1.0,690,636,44.541666666666664,171,81.08291666666666,104,138,448,690
2026-04-11,ICU,5.111111111111111,2.0,630,585,43.791666666666664,162,83.46,94,126,410,630
2026-04-12,emergency,7.5,2.0,650,617,44.666666666666664,165,80.91583333333334,98,130,422,650
2026-04-13,general_medicine,7.5,2.0,625,570,44.666666666666664,170,82.2675,94,125,406,625
2026-04-14,surgery,9.0,1.0,643,592,43.041666666666664,163,82.14416666666666,96,129,418,643
2026-04-15,ICU,9.428571428571429,2.0,665,608,43.458333333333336,157,81.61708333333333,100,133,432,665
2026-04-16,emergency,9.333333333333334,1.0,636,588,45.458333333333336,153,81.395,95,127,414,636
2026-04-17,general_medicine,4.0,1.0,580,533,44.416666666666664,148,81.11208333333333,87,116,377,580
2026-04-18,surgery,10.0,2.0,616,567,44.666666666666664,147,81.11833333333333,92,123,401,616
2026-04-19,ICU,10.333333333333334,1.0,592,549,45.791666666666664,150,82.41833333333334,89,118,385,592
2026-04-20,emergency,8.285714285714286,2.0,632,576,45.916666666666664,137,82.09541666666667,95,126,411,632
2026-04-21,general_medicine,8.0,1.0,609,547,42.708333333333336,133,82.36583333333333,91,122,396,609
2026-04-22,surgery,9.714285714285714,2.0,618,573,44.541666666666664,162,82.15666666666667,93,124,401,618
2026-04-23,ICU,9.5,1.0,611,567,43.916666666666664,128,80.96958333333333,92,122,397,611
2026-04-24,emergency,11.0,1.0,626,580,44.708333333333336,114,81.645,94,125,407,626
2026-04-25,general_medicine,8.75,1.0,589,541,44.291666666666664,114,79.13625,88,118,383,589
2026-04-26,surgery,8.0,1.0,580,530,45.208333333333336,93,81.92125,87,116,377,580
2026-04-27,ICU,14.0,1.0,575,526,44.583333333333336,116,81.885,86,115,374,575
2026-04-28,emergency,3.333333333333333,1.0,617,574,44.125,136,80.74458333333332,93,123,401,617
2026-04-29,general_medicine,5.8,1.0,562,509,44.75,101,79.75,84,112,366,562
2026-04-30,surgery,9.0,1.0,635,595,46.583333333333336,106,80.5225,95,127,413,635
2026-05-01,ICU,10.125,2.0,537,475,46.25,95,79.10958333333333,81,107,349,537
2026-05-02,emergency,6.666666666666667,1.0,576,525,44.291666666666664,83,81.7,86,115,375,576
2026-05-03,general_medicine,6.0,1.0,609,547,45.041666666666664,110,81.66875,91,122,396,609
2026-05-04,surgery,7.0,1.0,595,544,45.916666666666664,105,82.36625,89,119,387,595
2026-05-05,ICU,6.666666666666667,1.0,589,541,44.625,102,80.89166666666667,88,118,383,589
2026-05-06,emergency,6.166666666666667,2.0,599,551,45.625,108,81.27541666666667,90,120,389,599
2026-05-07,general_medicine,7.6,1.0,550,491,43.416666666666664,74,81.24583333333334,82,110,358,550
2026-05-08,surgery,7.5,1.0,564,517,43.166666666666664,69,81.14833333333333,85,113,366,564
2026-05-09,ICU,7.333333333333333,2.0,517,455,45.958333333333336,78,82.29583333333333,78,103,336,517
2026-05-10,emergency,5.4,1.0,593,534,43.583333333333336,86,79.50583333333334,89,119,385,593
2026-05-11,general_medicine,4.0,1.0,616,573,44.583333333333336,68,81.58333333333333,92,123,401,616
2026-05-12,surgery,12.5,1.0,505,463,45.791666666666664,74,82.21124999999999,76,101,328,505
